2014-01-19,2832498,0
2014-01-20,3331056,0
2014-01-21,3474544,0
2014-01-22,3506458,0
2014-01-23,3460734,0
2014-01-24,3402068,0
2014-01-25,3087490,0
2014-01-26,2903666,0
2014-01-27,3367997,0
2014-01-28,3515409,0
2014-01-29,3525808,0
2014-01-30,3470755,0
2014-01-31,3495252,0
2014-02-01,3149921,0
2014-02-02,3014247,0
2014-02-03,3373743,0
2014-02-04,3377104,0
2014-02-05,3435156,0
2014-02-06,3381204,0
2014-02-07,3223787,0
2014-02-08,3038885,0
2014-02-09,2942425,0
2014-02-10,3262496,0
2014-02-11,3392507,0
2014-02-12,3399794,0
2014-02-13,3377826,0
2014-02-14,3317704,0
2014-02-15,2885775,0
2014-02-16,2780077,0
2014-02-17,3128775,0
2014-02-18,3240676,0
2014-02-19,3182583,0
2014-02-20,3124193,0
2014-02-21,3134943,0
2014-02-22,2911130,0
2014-02-23,2672281,0
2014-02-24,2987701,0
2014-02-25,3105512,0
2014-02-26,3146253,0
2014-02-27,3282499,0
2014-02-28,3285462,0
2014-03-01,2996953,0
2014-03-02,2844518,0
2014-03-03,3211981,0
2014-03-04,3226033,0
2014-03-05,3113863,0
2014-03-06,3091299,0
2014-03-07,3011186,0
2014-03-08,2613706,0
2014-03-09,2375450,0
2014-03-10,2729071,0
2014-03-11,2803989,0
2014-03-12,2802272,0
2014-03-13,2790564,0
2014-03-14,2731547,0
2014-03-15,2499596,0
2014-03-16,2313892,0
2014-03-17,2665945,0
2014-03-18,2778484,0
2014-03-19,2729221,0
2014-03-20,2681848,0
2014-03-21,2651793,0
2014-03-22,2533951,0
2014-03-23,2549887,0
2014-03-24,2932239,0
2014-03-25,3002281,0
2014-03-26,2988817,0
2014-03-27,2995637,0
2014-03-28,2895536,0
2014-03-29,2476116,0
2014-03-30,2265825,0
2014-03-31,2561486,0
2014-04-01,2562794,0
2014-04-02,2537778,0
2014-04-03,2583883,0
2014-04-04,2583155,0
2014-04-05,2295696,0
2014-04-06,2096482,0
2014-04-07,2415933,0
2014-04-08,2518168,0
2014-04-09,2567783,0
2014-04-10,2527473,0
2014-04-11,2465092,0
2014-04-12,2195296,0
2014-04-13,2066271,0
2014-04-14,2440197,0
2014-04-15,2526945,0
2014-04-16,2555104,0
2014-04-17,2529046,0
2014-04-18,2479076,2
2014-04-19,2302212,0
2014-04-20,2161484,0
2014-04-21,2164789,1
2014-04-22,2487687,0
2014-04-23,2494011,0
2014-04-24,2467349,0
2014-04-25,2455345,0
2014-04-26,2230654,0
2014-04-27,2145026,0
2014-04-28,2495743,0
2014-04-29,2543174,0
2014-04-30,2488884,0
2014-05-01,0,1
2014-05-02,0,0
2014-05-03,0,0
2014-05-04,0,0
2014-05-05,0,0
2014-05-06,0,0
2014-05-07,0,0
2014-05-08,0,1
2014-05-09,0,0
2014-05-10,0,0
2014-05-11,0,0
2014-05-12,0,0
2014-05-13,0,0
2014-05-14,0,0
2014-05-15,0,0
2014-05-16,0,0
2014-05-17,0,0
2014-05-18,0,0
2014-05-19,0,0
2014-05-20,0,0
2014-05-21,0,0
2014-05-22,0,0
2014-05-23,0,0
2014-05-24,0,0
2014-05-25,0,0
2014-05-26,0,0
2014-05-27,0,0
2014-05-28,0,0
2014-05-29,0,1
2014-05-30,0,0
2014-05-31,0,0
